,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total
411,2018,2,Chaco,54134,40750,562,1,1,98521
412,2018,2,Chubut,58935,19591,1239,14,6,100564
413,2018,2,Córdoba,345141,327636,13832,16,10,713073
414,2018,2,Corrientes,56541,39715,201,1,32,97957
415,2018,2,Entre Ríos,104811,80376,2405,12,80,199985
416,2018,2,Formosa,23543,7311,18,13,57,44554
417,2018,2,Jujuy,33571,10856,23,640,43,45133
418,2018,2,La Pampa,12416,53587,8420,7,987,82421
419,2018,2,La Rioja,16663,34984,13,253,35,51948
420,2018,2,Mendoza,152938,36872,3084,6,1,200952
421,2018,2,Misiones,57265,47923,512,391,56,106147
422,2018,2,Neuquén,46633,52855,998,12,2,115848
423,2018,2,Río Negro,68667,32795,1252,4,5,112235
424,2018,2,Salta,78386,53478,678,234,1,134167
425,2018,2,San Juan,54080,5068,826,3,1,64101
426,2018,2,San Luis,11104,7666,368,16,2,21468
427,2018,2,Santa Cruz,18615,4474,585,6,3,34405
428,2018,2,Santa Fe,337934,304349,11354,15,15,684552
429,2018,2,Santiago Del Estero,26074,55935,23,1,81,83775
430,2018,2,Tierra Del Fuego,19372,22756,531,1,2,44707
431,2018,2,Tucumán,160315,8965,110,252,315,169957
432,2018,1,Buenos Aires,1452061,1793884,133928,64,31,3475446
433,2018,1,Capital Federal,349995,968483,35535,3,9,1366570
434,2018,1,Catamarca,27300,4415,15,1,2,33945
435,2018,1,Chaco,54879,40157,383,388,1,96937
436,2018,1,Chubut,56375,19591,1194,14,6,97959
437,2018,1,Córdoba,349342,326894,13178,13,11,713926
438,2018,1,Corrientes,56937,35225,888,1,33,94417
439,2018,1,Entre Ríos,106998,75751,3789,10,80,197394
440,2018,1,Formosa,23556,7095,17,1,57,32328
441,2018,1,Jujuy,33856,10456,23,28,43,44406
442,2018,1,La Pampa,10807,51389,8386,10,1,83064
443,2018,1,La Rioja,16960,34984,13,253,35,52245
444,2018,1,Mendoza,152931,36872,3086,6,1,200947
445,2018,1,Misiones,56311,46880,328,5,56,103580
446,2018,1,Neuquén,46714,55072,1000,12,2,117903
447,2018,1,Río Negro,68769,31712,1251,4,5,111119
448,2018,1,Salta,79936,51534,118,204,1,133183
449,2018,1,San Juan,54080,5068,826,2,1,63268
450,2018,1,San Luis,11104,7594,368,16,2,21396
451,2018,1,Santa Cruz,18615,4474,1799,6,2,34405
452,2018,1,Santa Fe,341997,300421,10674,11,15,680026
453,2018,1,Santiago Del Estero,26788,54594,23,1,81,82918
454,2018,1,Tierra Del Fuego,19372,9663,531,1,2,31614
455,2018,1,Tucumán,158611,8921,107,368,50,168057
456,2017,4,Buenos Aires,1241172,1718013,131181,60,31,3181896
457,2017,4,Capital Federal,571363,961688,36277,3,9,1582324
458,2017,4,Catamarca,27083,263,11,1,2,29558
459,2017,4,Chaco,55035,39690,389,380,1,96615
460,2017,4,Chubut,56378,15097,1187,14,6,93440
461,2017,4,Córdoba,349710,324709,12778,12,10,709979
462,2017,4,Corrientes,56786,34722,894,1,35,93771
463,2017,4,Entre Ríos,107764,73692,1894,10,86,193703
464,2017,4,Formosa,23410,6973,19,1,51,32056
465,2017,4,Jujuy,33844,9626,20,28,34,43552
466,2017,4,La Pampa,10808,50495,8272,10,1,82071
467,2017,4,La Rioja,16912,34984,14,253,31,52194
468,2017,4,Mendoza,152896,16114,3015,6,1,180151
469,2017,4,Misiones,56271,47470,95,5,54,103895
470,2017,4,Neuquén,46739,54119,1017,12,2,116971
471,2017,4,Río Negro,68690,30451,1250,4,5,109764
472,2017,4,Salta,80705,50446,127,158,1,132812
473,2017,4,San Juan,54079,451,812,2,1,58624
474,2017,4,San Luis,11104,1119,335,17,2,14904
475,2017,4,Santa Cruz,18614,1668,582,4,3,29452
476,2017,4,Santa Fe,341680,293831,10602,10,15,672460
477,2017,4,Santiago Del Estero,27313,40407,19,1,80,68844
478,2017,4,Tierra Del Fuego,19372,6906,530,1,2,28854
479,2017,4,Tucumán,156583,5223,105,102,319,162332
480,2017,3,Buenos Aires,1288025,1571180,124920,35,38,3057960
481,2017,3,Capital Federal,583249,941092,33481,2,9,1570359
482,2017,3,Catamarca,26873,4411,12,1,2,33478
483,2017,3,Chaco,54888,37307,456,36,1,93759
484,2017,3,Chubut,56359,5645,1217,13,6,83544
485,2017,3,Córdoba,344580,319360,10579,7,14,696644
486,2017,3,Corrientes,56247,33993,947,1,27,92548
487,2017,3,Entre Ríos,107774,69596,1786,6,63,185464
488,2017,3,Formosa,22647,6816,428,2,12,32105
489,2017,3,Jujuy,33796,9395,20,23,8,43242
490,2017,3,La Pampa,11378,49679,5153,11,1,79690
491,2017,3,La Rioja,16638,34984,14,252,25,51913
492,2017,3,Mendoza,154036,33788,2772,29,1,192491
493,2017,3,Misiones,56472,43880,110,5,9,100476
494,2017,3,Neuquén,48001,52468,1044,11,2,115784
495,2017,3,Río Negro,69301,30018,1106,3,4,107496
496,2017,3,Salta,80782,50284,127,158,1,132518
497,2017,3,San Juan,54499,5068,816,1,1,62449
498,2017,3,San Luis,11407,7576,347,26,2,21719
499,2017,3,Santa Cruz,19220,5487,1544,4,2,33690
500,2017,3,Santa Fe,322953,290655,6338,4,37,662342
501,2017,3,Santiago Del Estero,27733,54096,19,911,35,82794
502,2017,3,Tierra Del Fuego,21587,7012,622,1,2,31466
503,2017,3,Tucumán,154130,6431,106,40,305,161012
504,2017,2,Buenos Aires,1378549,1535037,119132,21,24,3078631
505,2017,2,Capital Federal,615262,932466,38628,2,11,1600191
506,2017,2,Catamarca,26401,255,14,1,34,26705
507,2017,2,Chaco,54449,35613,458,52,39,90611
508,2017,2,Chubut,43994,1067,916,13,4,63975
509,2017,2,Córdoba,341748,303488,4451,6,1,657638
510,2017,2,Corrientes,55262,33192,258,1,31,90097
511,2017,2,Entre Ríos,108309,67650,254,6,71,182732
512,2017,2,Formosa,22493,6410,17,1,13,29956
513,2017,2,Jujuy,33742,8858,22,0,35,42657
514,2017,2,La Pampa,12754,48310,5194,6,511,73022
515,2017,2,La Rioja,16244,0,15,2,28,16289
516,2017,2,Mendoza,153331,13030,2581,27,1,170753
517,2017,2,Misiones,56752,42925,103,5,9,99794
518,2017,2,Neuquén,51794,50283,1133,11,2,117433
519,2017,2,Río Negro,67038,29147,961,3,1,101619
520,2017,2,Salta,80184,27280,115,158,804,108541
521,2017,2,San Juan,48670,451,772,1,915,51881
522,2017,2,San Luis,11432,1120,354,26,375,13307
523,2017,2,Santa Cruz,15311,2722,1365,4,2,26388
524,2017,2,Santa Fe,329813,228102,3234,4,1,567280
525,2017,2,Santiago Del Estero,28337,3900,19,911,29,33196
526,2017,2,Tierra Del Fuego,22636,6905,665,1,2,32557
527,2017,2,Tucumán,149013,5223,116,14,45,154411
528,2017,1,Buenos Aires,1559178,1465817,118839,21,24,3189376
529,2017,1,Capital Federal,428801,918328,38259,2,10,1399046
530,2017,1,Catamarca,26020,248,14,1,34,26317
531,2017,1,Chaco,54430,34277,252,52,39,89050
532,2017,1,Chubut,43994,999,916,13,4,63896
533,2017,1,Córdoba,335673,293479,4871,5,1,641199
534,2017,1,Corrientes,54993,31994,236,1,31,88608
535,2017,1,Entre Ríos,108509,65095,230,6,71,180353
536,2017,1,Formosa,22438,6215,16,1,13,29705
537,2017,1,Jujuy,33869,9278,22,0,34,43203
538,2017,1,La Pampa,12754,47195,5194,6,517,71913
539,2017,1,La Rioja,16180,0,15,2,28,16225
540,2017,1,Mendoza,153326,13030,2581,27,1,170733
541,2017,1,Misiones,57363,40142,101,5,8,97619
542,2017,1,Neuquén,51771,48109,1124,11,2,115339
543,2017,1,Río Negro,67075,28785,954,3,1,101288
544,2017,1,Salta,79837,26845,114,158,679,107633
545,2017,1,San Juan,48670,451,772,1,907,51873
546,2017,1,San Luis,11432,1120,354,26,375,13307
547,2017,1,Santa Cruz,15502,2722,1272,4,2,26486
548,2017,1,Santa Fe,327458,226094,3210,4,1,562882
549,2017,1,Santiago Del Estero,29616,3900,19,911,29,34475
550,2017,1,Tierra Del Fuego,22636,6905,665,1,2,32557
551,2017,1,Tucumán,147373,5223,116,14,45,152771
552,2016,4,Buenos Aires,1563542,1414676,118747,21,24,3142701
553,2016,4,Capital Federal,434835,914952,38161,2,10,1401459
554,2016,4,Catamarca,26735,250,14,1,34,27034
555,2016,4,Chaco,54974,33534,248,52,39,88847
556,2016,4,Chubut,43994,955,916,13,4,63765
557,2016,4,Córdoba,337368,289344,3368,5,789,636555
558,2016,4,Corrientes,54981,31497,233,1,31,88096
559,2016,4,Entre Ríos,109359,64141,226,6,71,180245
560,2016,4,Formosa,22400,6061,16,1,13,29513
561,2016,4,Jujuy,33838,8731,22,0,34,42625
562,2016,4,La Pampa,12754,47245,5054,6,522,71828
563,2016,4,La Rioja,16270,0,16,2,28,16316
564,2016,4,Mendoza,153320,13030,2579,27,1,170725
565,2016,4,Misiones,57983,39294,100,5,8,97390
566,2016,4,Neuquén,51742,46389,1124,11,2,113835
567,2016,4,Río Negro,67057,28474,954,3,1,101020
568,2016,4,Salta,79389,26657,110,158,621,106935
569,2016,4,San Juan,48670,451,772,1,907,51921
570,2016,4,San Luis,11432,1120,354,26,375,13307
571,2016,4,Santa Cruz,15607,2722,1055,4,2,26464
572,2016,4,Santa Fe,326721,225792,3201,4,1,561832
573,2016,4,Santiago Del Estero,30192,3900,19,911,29,35051
574,2016,4,Tierra Del Fuego,22636,6905,665,1,2,32557
575,2016,4,Tucumán,146995,4482,116,14,45,151652
576,2016,3,Buenos Aires,1574216,1355770,113463,18,24,3086592
577,2016,3,Capital Federal,447726,905105,36796,2,10,1403104
578,2016,3,Catamarca,26689,248,14,1,18,26970
579,2016,3,Chaco,56251,32730,232,2,15,89230
580,2016,3,Chubut,43987,935,916,13,4,63952
581,2016,3,Córdoba,348481,285480,2540,5,395,642591
582,2016,3,Corrientes,55934,30813,217,1,22,88340
583,2016,3,Entre Ríos,112588,61850,206,6,64,181149
584,2016,3,Formosa,21800,5905,9,0,2,27716
585,2016,3,Jujuy,34250,8236,22,0,30,42538
586,2016,3,La Pampa,12751,45952,4910,6,515,70364
587,2016,3,La Rioja,16891,0,15,2,22,16930
588,2016,3,Mendoza,153233,13030,2576,28,1,170624
589,2016,3,Misiones,59776,38130,79,5,7,97997
590,2016,3,Neuquén,51752,44739,1093,12,2,112603
591,2016,3,Río Negro,67043,28496,942,3,1,101026
592,2016,3,Salta,80866,26113,90,157,565,107791
593,2016,3,San Juan,48670,451,770,1,903,51968
594,2016,3,San Luis,11432,1113,354,23,371,13293
595,2016,3,Santa Cruz,15570,2722,817,4,2,26257
596,2016,3,Santa Fe,334911,223011,3037,4,1,567011
597,2016,3,Santiago Del Estero,31730,3900,19,3,8,35660
598,2016,3,Tierra Del Fuego,22636,6276,665,1,2,31925
599,2016,3,Tucumán,147259,3850,116,53,41,151319
600,2016,2,Buenos Aires,1579448,1305949,113070,21,25,3045291
601,2016,2,Capital Federal,450644,892209,36669,2,12,1394584
602,2016,2,Catamarca,26262,245,14,1,34,26556
603,2016,2,Chaco,56112,31825,221,52,41,88251
604,2016,2,Chubut,43977,867,916,13,4,63856
605,2016,2,Córdoba,348891,277615,1709,5,1,634914
606,2016,2,Corrientes,55511,29845,203,1,43,86956
607,2016,2,Entre Ríos,112809,58768,169,6,193,178373
608,2016,2,Formosa,22101,5658,6,1,14,28802
609,2016,2,Jujuy,33758,7374,22,0,35,41189
610,2016,2,La Pampa,12754,44654,4708,6,547,68888
611,2016,2,La Rioja,16691,0,15,2,28,16736
612,2016,2,Mendoza,153321,13030,2576,29,1,170824
613,2016,2,Misiones,59573,36145,77,5,15,95815
614,2016,2,Neuquén,51742,42370,1088,12,2,110515
615,2016,2,Río Negro,67031,28100,939,3,1,100704
616,2016,2,Salta,79438,24719,85,151,539,104932
617,2016,2,San Juan,48670,451,770,1,908,52013
618,2016,2,San Luis,11432,1063,354,30,377,13256
619,2016,2,Santa Cruz,15453,2722,396,4,2,26153
620,2016,2,Santa Fe,336244,219088,2981,4,1,564474
621,2016,2,Santiago Del Estero,32101,3900,19,911,30,36961
622,2016,2,Tierra Del Fuego,22636,5707,665,1,2,31359
623,2016,2,Tucumán,145486,2968,116,58,49,148677
624,2016,1,Buenos Aires,1583560,1200859,111231,21,25,2942515
625,2016,1,Capital Federal,454425,832126,36332,2,12,1337896
626,2016,1,Catamarca,26096,243,15,1,34,26389
627,2016,1,Chaco,56353,29994,211,52,41,86651
628,2016,1,Chubut,43967,834,916,13,4,63800
629,2016,1,Córdoba,350884,252346,674,5,386,609926
630,2016,1,Corrientes,55454,28491,192,1,45,85536
631,2016,1,Entre Ríos,113101,54948,146,6,193,174813
632,2016,1,Formosa,21852,5420,5,1,14,28314
633,2016,1,Jujuy,33481,6751,22,0,35,40289
634,2016,1,La Pampa,12754,41881,4536,6,549,65929
635,2016,1,La Rioja,16645,0,16,2,28,16691
636,2016,1,Mendoza,153299,13030,2576,34,1,170810
637,2016,1,Misiones,59538,33330,70,5,15,92958
638,2016,1,Neuquén,51702,36122,1085,12,2,104261
639,2016,1,Río Negro,66894,27312,937,3,1,99822
640,2016,1,Salta,78973,22741,73,132,507,102426
641,2016,1,San Juan,48670,451,770,1,908,51994
642,2016,1,San Luis,11432,1042,354,27,377,13232
643,2016,1,Santa Cruz,15654,2723,396,5,2,26287
644,2016,1,Santa Fe,338052,204816,3014,4,1,551996
645,2016,1,Santiago Del Estero,32838,3900,19,911,30,37698
646,2016,1,Tierra Del Fuego,22636,4834,665,1,2,30486
647,2016,1,Tucumán,144233,2165,116,74,49,146637
648,2015,4,Buenos Aires,1586343,1223603,103269,20,25,2959385
649,2015,4,Capital Federal,455427,879950,19818,2,12,1370226
650,2015,4,Catamarca,26180,242,15,1,34,26472
651,2015,4,Chaco,56818,29456,186,52,41,86553
652,2015,4,Chubut,43968,811,916,13,4,64019
653,2015,4,Córdoba,353530,266062,480,5,385,626070
654,2015,4,Corrientes,55681,28178,177,1,45,85435
655,2015,4,Entre Ríos,113983,53411,122,6,194,174137
656,2015,4,Formosa,21734,5314,4,1,14,28089
657,2015,4,Jujuy,32934,6933,22,0,35,39924
658,2015,4,La Pampa,12755,42705,4327,6,374,66366
659,2015,4,La Rioja,16886,0,16,2,28,16932
660,2015,4,Mendoza,153293,13030,2572,38,1,170807
661,2015,4,Misiones,60252,32533,48,5,15,92853
662,2015,4,Neuquén,51680,38902,1048,12,2,107416
663,2015,4,Río Negro,66851,27221,915,3,1,99722
664,2015,4,Salta,78744,22446,47,129,554,101920
665,2015,4,San Juan,48670,451,770,1,908,52029
666,2015,4,San Luis,11432,1025,354,30,377,13218
667,2015,4,Santa Cruz,15614,2723,396,5,2,26403
668,2015,4,Santa Fe,339843,212911,2885,4,1,561672
669,2015,4,Santiago Del Estero,33582,4365,19,1,30,39135
670,2015,4,Tierra Del Fuego,22636,4301,665,1,2,29953
671,2015,4,Tucumán,144188,1653,116,88,50,146095
672,2015,3,Buenos Aires,1585467,1183894,113590,19,25,2928765
673,2015,3,Capital Federal,454815,871262,30974,2,12,1372068
674,2015,3,Catamarca,25801,242,15,1,34,26093
675,2015,3,Chaco,56282,28809,186,52,41,85370
676,2015,3,Chubut,43964,792,916,13,4,63883
677,2015,3,Córdoba,351692,264055,1450,5,389,622998
678,2015,3,Corrientes,55792,27604,176,1,47,84959
679,2015,3,Entre Ríos,113909,51945,122,6,197,172434
680,2015,3,Formosa,21573,5264,2,899,14,27752
681,2015,3,Jujuy,32598,6895,22,0,35,39550
682,2015,3,La Pampa,12755,41886,4078,6,557,65471
683,2015,3,La Rioja,16725,0,16,2,28,16771
684,2015,3,Mendoza,153299,13030,2572,42,1,170823
685,2015,3,Misiones,59921,31635,46,5,15,91622
686,2015,3,Neuquén,47102,36620,1045,13,2,100616
687,2015,3,Río Negro,66806,27130,917,3,1,99614
688,2015,3,Salta,78064,21688,47,129,645,100573
689,2015,3,San Juan,48670,451,770,1,908,52030
690,2015,3,San Luis,11432,1025,354,31,377,13219
691,2015,3,Santa Cruz,15540,2718,396,5,2,26271
692,2015,3,Santa Fe,337042,209673,4169,4,1,556738
693,2015,3,Santiago Del Estero,33886,4365,19,1,30,39397
694,2015,3,Tierra Del Fuego,22636,8085,665,1,2,33737
695,2015,3,Tucumán,142925,1135,116,88,50,144314
696,2015,2,Buenos Aires,1581770,1141052,115660,19,26,2883790
697,2015,2,Capital Federal,453178,858342,19786,2,12,1346284
698,2015,2,Catamarca,25387,242,15,1,34,25679
699,2015,2,Chaco,55767,27809,179,52,41,83848
700,2015,2,Chubut,43949,762,916,13,4,63485
701,2015,2,Córdoba,348130,255596,435,5,386,609746
702,2015,2,Corrientes,55238,26553,157,1,47,83316
703,2015,2,Entre Ríos,113378,49767,119,6,197,169492
704,2015,2,Formosa,21097,5164,2,737,50,27050
705,2015,2,Jujuy,32183,5482,22,0,35,37722
706,2015,2,La Pampa,12756,40825,3719,6,562,64052
707,2015,2,La Rioja,16463,0,16,2,28,16509
708,2015,2,Mendoza,153301,13030,2572,38,1,170823
709,2015,2,Misiones,59179,29283,37,5,15,88519
710,2015,2,Neuquén,47078,34183,1044,12,2,97885
711,2015,2,Río Negro,66738,26268,916,3,1,98727
712,2015,2,Salta,77214,20297,47,129,580,98267
713,2015,2,San Juan,48670,451,770,1,908,51988
714,2015,2,San Luis,11432,1025,354,33,377,13221
715,2015,2,Santa Cruz,15343,2707,396,4,2,25763
716,2015,2,Santa Fe,333117,204685,2877,4,1,546388
717,2015,2,Santiago Del Estero,33873,4365,19,1,30,39378
718,2015,2,Tierra Del Fuego,22636,7927,665,1,2,33579
719,2015,2,Tucumán,139944,479,116,88,50,140677
720,2015,1,Buenos Aires,1583135,1096836,134177,18,28,2861842
721,2015,1,Capital Federal,454934,841743,19334,1,14,1332721
722,2015,1,Catamarca,25033,241,16,1,41,25332
723,2015,1,Chaco,54952,26161,164,27,56,81360
724,2015,1,Chubut,45645,717,906,12,5,65273
725,2015,1,Córdoba,343883,247564,415,4,450,596957
726,2015,1,Corrientes,54649,25372,129,1,62,81531
727,2015,1,Entre Ríos,112363,47411,108,5,245,166070
728,2015,1,Formosa,21022,4951,1,670,56,26700
729,2015,1,Jujuy,31505,5048,22,0,36,36611
730,2015,1,La Pampa,13143,39571,3215,6,604,62697
731,2015,1,La Rioja,16282,0,16,2,33,16333
732,2015,1,Mendoza,152433,13030,2542,29,2,170160
733,2015,1,Misiones,58262,26836,30,5,13,85146
734,2015,1,Neuquén,47518,32152,1024,12,2,95742
735,2015,1,Río Negro,66274,25217,907,3,1,97333
736,2015,1,Salta,76280,19781,47,129,574,96811
737,2015,1,San Juan,48441,451,755,1,1,51819
738,2015,1,San Luis,11414,1025,351,30,412,13232
739,2015,1,Santa Cruz,16215,2700,392,4,2,26641
740,2015,1,Santa Fe,328809,199037,2845,4,1,536437
741,2015,1,Santiago Del Estero,33813,4365,19,1,35,39252
742,2015,1,Tierra Del Fuego,22291,7924,657,1,2,33456
743,2015,1,Tucumán,137857,115,116,88,100,138276
744,2014,4,Buenos Aires,1575978,1070135,120528,17,32,2816407
745,2014,4,Capital Federal,455785,840224,17155,1,15,1330520
746,2014,4,Catamarca,25192,241,16,0,44,25493
747,2014,4,Chaco,55024,10918,31,0,62,66035
748,2014,4,Chubut,48539,697,891,12,6,68542
749,2014,4,Córdoba,345157,240452,419,3,486,590432
750,2014,4,Corrientes,54754,9526,40,1,75,65710
751,2014,4,Entre Ríos,112291,23027,57,5,260,140813
752,2014,4,Formosa,21245,4896,1,0,65,26207
753,2014,4,Jujuy,31349,4583,22,37,11,36002
754,2014,4,La Pampa,16043,34281,514,5,648,57380
755,2014,4,La Rioja,16352,0,17,0,33,16402
756,2014,4,Mendoza,151797,13030,2534,31,2,169614
757,2014,4,Misiones,58435,18613,16,150,15,77229
758,2014,4,Neuquén,47721,31778,1014,11,3,95396
759,2014,4,Río Negro,66307,23703,901,3,1,96260
760,2014,4,Salta,76026,17289,48,6,578,93947
761,2014,4,San Juan,48653,451,740,1,1,52119
762,2014,4,San Luis,11419,926,355,24,423,13147
763,2014,4,Santa Cruz,17553,448,388,4,2,25713
764,2014,4,Santa Fe,335267,183009,3205,6,1,529397
765,2014,4,Santiago Del Estero,34110,4231,19,920,37,39317
766,2014,4,Tierra Del Fuego,21948,3664,655,1,2,28990
767,2014,4,Tucumán,137093,97,116,13,105,137424
768,2014,3,Buenos Aires,1562533,1110628,124474,20,31,2849565
769,2014,3,Capital Federal,450155,833402,17886,1,14,1317825
770,2014,3,Catamarca,24380,244,15,0,47,24686
771,2014,3,Chaco,53321,10336,29,1,59,63746
772,2014,3,Chubut,49219,668,882,11,6,69137
773,2014,3,Córdoba,340212,240334,444,4,377,585431
774,2014,3,Corrientes,52957,9184,31,1,65,63549
775,2014,3,Entre Ríos,108907,22440,48,5,135,136733
776,2014,3,Formosa,21021,4836,0,0,80,25937
777,2014,3,Jujuy,30128,3541,22,37,13,33741
778,2014,3,La Pampa,16051,33940,538,11,677,62425
779,2014,3,La Rioja,15864,0,14,1,37,15916
780,2014,3,Mendoza,150120,13030,2512,40,2,167924
781,2014,3,Misiones,56933,18373,4,3,14,75327
782,2014,3,Neuquén,54458,30964,1000,12,3,102367
783,2014,3,Río Negro,65264,26590,888,3,1,97780
784,2014,3,Salta,73828,18394,43,109,580,92954
785,2014,3,San Juan,48272,451,731,1,1,51779
786,2014,3,San Luis,11303,925,355,25,438,13046
787,2014,3,Santa Cruz,17862,492,385,4,3,26110
788,2014,3,Santa Fe,325577,183630,4407,6,733,520887
789,2014,3,Santiago Del Estero,32820,3900,19,768,41,37548
790,2014,3,Tierra Del Fuego,21840,3469,650,1,2,28792
791,2014,3,Tucumán,131739,97,117,13,100,132066
792,2014,2,Buenos Aires,1568881,1025490,120008,17,33,2764546
793,2014,2,Capital Federal,447637,828411,17729,1,14,1310215
794,2014,2,Catamarca,24380,243,17,0,43,24683
795,2014,2,Chaco,53321,9870,30,0,58,63279
796,2014,2,Chubut,51070,649,866,10,6,70519
797,2014,2,Córdoba,337825,234729,351,3,374,576952
798,2014,2,Corrientes,52883,8680,31,1,55,62958
799,2014,2,Entre Ríos,108900,21706,49,4,133,135583
800,2014,2,Formosa,20894,4628,0,0,78,25600
801,2014,2,Jujuy,30128,4161,23,40,9,34361
802,2014,2,La Pampa,15957,32600,513,5,689,55628
803,2014,2,La Rioja,15864,0,14,0,34,15912
804,2014,2,Mendoza,148979,13030,2480,36,2,166807
805,2014,2,Misiones,56933,17594,4,150,8,74689
806,2014,2,Neuquén,47767,29776,997,10,2,92288
807,2014,2,Río Negro,64920,24944,876,3,1,95957
808,2014,2,Salta,73841,17504,45,7,577,91974
809,2014,2,San Juan,48161,451,722,1,1,51646
810,2014,2,San Luis,11306,925,354,22,448,13055
811,2014,2,Santa Cruz,18956,448,381,4,3,27169
812,2014,2,Santa Fe,324101,178495,3085,6,636,512358
813,2014,2,Santiago Del Estero,32820,4231,19,907,34,38011
814,2014,2,Tierra Del Fuego,21618,3008,648,1,2,28209
815,2014,2,Tucumán,131740,97,121,13,98,132069
816,2014,1,Buenos Aires,1567685,1000879,120960,16,33,2739876
817,2014,1,Capital Federal,445569,820161,17767,1,14,1299918
818,2014,1,Catamarca,24126,46,17,0,43,24232
819,2014,1,Chaco,52971,9497,30,0,58,62556
820,2014,1,Chubut,51066,539,866,10,6,70221
821,2014,1,Córdoba,336841,225769,347,3,368,566910
822,2014,1,Corrientes,52565,8279,31,1,55,62236
823,2014,1,Entre Ríos,107883,21379,49,4,133,134331
824,2014,1,Formosa,20774,4548,0,0,100,25422
825,2014,1,Jujuy,29765,4030,23,0,9,33827
826,2014,1,La Pampa,15826,31305,513,5,701,54193
827,2014,1,La Rioja,15663,0,14,0,34,15711
828,2014,1,Mendoza,148970,12076,2480,37,2,165845
829,2014,1,Misiones,56597,17191,4,150,8,73950
830,2014,1,Neuquén,47790,28161,997,10,3,90380
831,2014,1,Río Negro,64886,24156,876,3,1,95066
832,2014,1,Salta,73131,17538,45,8,568,91290
833,2014,1,San Juan,48161,434,722,808,1,51298
834,2014,1,San Luis,11306,428,354,21,448,12557
835,2014,1,Santa Cruz,18927,100,381,4,3,26764
836,2014,1,Santa Fe,322662,174296,3059,5,644,506612
837,2014,1,Santiago Del Estero,32567,3598,19,915,34,37133
838,2014,1,Tierra Del Fuego,21618,2837,648,1,2,28038
839,2014,1,Tucumán,129717,83,121,13,98,130032
